EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,YearsAtCompany,YearsSinceLastPromotion,MonthlyIncome,WorkLifeBalance,JobSatisfaction,PerformanceRating,CommuteDistance,NumberOfCompaniesWorked,Attrition
1026,33,Male,Single,HR,Junior,29,0,129085,1,2,4,29,5,0
1027,47,Male,Married,Engineering,Junior,10,8,58910,3,2,4,42,9,0
1028,48,Female,Married,HR,Junior,68,4,56049,4,4,3,26,6,0
1029,32,Male,Divorced,Sales,Junior,71,5,70824,2,2,4,49,7,0
1030,40,Male,Single,Sales,Manager,58,8,49786,2,3,1,14,6,1
1031,32,Female,Single,Engineering,Senior,41,2,67984,3,3,4,40,5,0
1032,25,Male,Single,Engineering,Mid-Level,2,1,154309,4,1,3,2,6,0
1033,26,Male,Married,Sales,Manager,66,1,105669,3,4,2,47,3,0
1034,25,Female,Divorced,Engineering,Mid-Level,39,2,69197,2,4,3,36,8,0
1035,36,Female,Single,Engineering,Junior,32,7,71689,2,3,3,5,9,0
1036,32,Female,Married,Marketing,Senior,25,2,50511,3,3,4,20,1,0
1037,37,Male,Divorced,Engineering,Junior,31,3,77713,1,2,3,3,1,0
1038,26,Male,Married,Marketing,Mid-Level,13,0,89132,3,1,1,1,5,0
1039,41,Female,Married,HR,Mid-Level,81,2,121301,1,3,4,43,8,0
1040,38,Male,Married,Engineering,Mid-Level,60,5,65590,3,4,3,42,5,0
1041,23,Female,Married,Sales,Junior,11,2,40971,3,1,1,44,9,0
1042,33,Male,Single,Marketing,Manager,13,1,42251,2,3,4,22,4,0
1043,31,Male,Single,Engineering,Senior,22,5,73483,2,1,2,24,9,0
1044,35,Male,Single,Marketing,Junior,43,1,81382,1,3,1,21,9,0
1045,39,Female,Single,Engineering,Junior,61,6,45597,4,1,2,37,7,1
1046,28,Female,Married,Engineering,Manager,36,4,60786,4,1,2,20,4,0
1047,31,Male,Married,HR,Mid-Level,38,0,154796,2,4,3,10,9,0
1048,25,Male,Single,Sales,Junior,60,8,92165,3,3,1,2,7,0
1049,40,Female,Single,Sales,Junior,13,8,55629,2,1,3,1,3,1
1050,22,Female,Single,Marketing,Mid-Level,42,4,72949,3,4,4,31,4,0
1051,54,Male,Single,Sales,Senior,35,5,70815,2,1,4,46,4,0
1052,40,Male,Single,Engineering,Junior,51,3,69741,2,4,1,49,7,0
1053,38,Female,Divorced,Engineering,Mid-Level,43,6,49765,4,3,2,47,4,0
1054,36,Male,Single,Engineering,Junior,65,5,91082,3,4,3,3,9,0
1055,45,Female,Married,Engineering,Manager,79,9,138674,2,4,2,4,5,0
1056,37,Female,Divorced,Engineering,Senior,6,0,60434,2,1,4,26,8,0
1057,22,Female,Divorced,Engineering,Mid-Level,1,6,121888,2,2,2,36,9,1
1058,33,Female,Single,Engineering,Mid-Level,46,9,156249,1,2,1,45,5,1
1059,22,Female,Single,Engineering,Mid-Level,3,4,42014,2,4,3,38,6,0
1060,23,Female,Married,Engineering,Manager,38,6,44328,2,1,2,29,4,1
1061,22,Female,Divorced,Sales,Junior,35,4,125585,1,4,3,30,4,0
1062,31,Female,Single,HR,Senior,56,1,115949,2,3,3,24,8,0
1063,36,Male,Married,Marketing,Junior,73,6,71483,3,3,3,28,3,0
1064,41,Female,Single,Sales,Junior,57,5,132157,4,2,3,9,9,0
1065,43,Male,Single,Engineering,Senior,21,1,110666,1,3,4,10,6,0
1066,28,Female,Married,Engineering,Junior,60,8,46736,4,3,4,7,8,0
1067,40,Male,Single,HR,Mid-Level,72,9,137707,3,1,4,29,2,0
1068,22,Male,Married,Sales,Senior,4,2,128824,1,2,4,1,4,0
1069,33,Male,Single,Sales,Junior,31,1,146767,4,3,4,44,5,0
1070,47,Female,Single,Marketing,Junior,51,2,116916,4,1,2,29,9,0
1071,22,Male,Married,Sales,Mid-Level,10,2,46137,3,3,2,29,7,0
1072,38,Female,Single,Sales,Senior,82,3,64076,4,2,4,9,6,0
1073,44,Female,Single,Engineering,Mid-Level,69,4,64710,1,3,3,3,5,0
1074,37,Male,Divorced,Marketing,Junior,24,4,96923,1,1,2,18,1,1
1075,30,Female,Single,Engineering,Junior,23,9,96476,4,4,3,26,9,0
1076,32,Male,Single,Engineering,Mid-Level,69,5,152519,1,1,4,8,6,0
1077,35,Male,Married,Marketing,Junior,43,8,121685,1,4,4,38,2,0
1078,36,Female,Single,Engineering,Senior,15,9,137380,4,2,3,9,7,0
1079,31,Female,Married,Marketing,Mid-Level,36,2,143926,2,3,3,6,3,0
1080,31,Male,Married,Sales,Senior,70,8,146581,4,4,2,49,6,0
1081,33,Male,Single,Marketing,Junior,21,0,114830,3,3,1,48,3,0
1082,35,Male,Married,Marketing,Junior,1,3,131248,3,3,3,25,2,0
1083,36,Male,Single,HR,Manager,4,2,92173,1,4,4,37,6,0
1084,25,Male,Single,Engineering,Junior,65,5,107943,4,4,1,40,2,0
1085,28,Male,Single,Engineering,Junior,62,3,133891,3,2,3,36,9,0
1086,36,Female,Single,Sales,Senior,56,4,94904,2,3,4,16,8,0
1087,31,Female,Single,Engineering,Junior,52,4,141499,1,2,3,18,2,0
1088,39,Male,Married,Sales,Mid-Level,27,5,117738,1,2,2,41,5,1
1089,25,Male,Married,Sales,Mid-Level,32,2,142363,1,2,3,19,9,0
1090,43,Male,Single,Engineering,Manager,36,6,152070,1,1,4,46,8,0
1091,31,Female,Married,Marketing,Junior,39,6,90177,1,4,3,9,8,0
1092,34,Male,Single,Sales,Junior,77,1,77335,1,1,3,17,2,0
1093,30,Male,Single,Marketing,Junior,15,1,115656,1,4,3,19,3,0
1094,45,Male,Single,Engineering,Mid-Level,35,9,118744,3,3,4,33,8,0
1095,41,Male,Single,Marketing,Senior,80,5,79332,2,4,3,36,5,0
1096,48,Female,Single,HR,Junior,33,4,61240,2,4,3,17,7,0
1097,42,Male,Single,Marketing,Mid-Level,44,5,60485,3,2,4,27,6,0
1098,35,Female,Married,Engineering,Junior,21,6,86970,2,3,3,41,6,0
1099,30,Male,Married,Engineering,Mid-Level,15,1,156780,4,4,4,43,3,0
1100,37,Male,Single,Engineering,Mid-Level,38,9,104240,2,4,1,41,8,0
1101,37,Female,Single,Sales,Junior,28,7,60290,3,3,3,2,3,0
1102,41,Female,Married,Sales,Junior,50,7,124656,2,2,4,25,7,0
1103,33,Male,Married,Engineering,Junior,17,1,41727,3,2,3,18,2,0
1104,37,Male,Single,Sales,Mid-Level,4,3,138964,2,2,3,15,3,0
1105,32,Male,Single,Marketing,Junior,66,7,131022,4,2,2,6,1,0
1106,22,Male,Married,Engineering,Junior,50,6,128567,1,1,4,45,5,0
1107,47,Female,Single,Marketing,Mid-Level,76,2,63117,4,3,4,32,1,0
1108,22,Female,Married,Sales,Senior,28,5,114459,3,4,4,18,9,0
1109,46,Female,Married,Engineering,Mid-Level,56,3,145711,2,3,3,31,1,0
1110,27,Female,Married,Engineering,Mid-Level,48,2,122714,2,2,4,21,6,0
1111,32,Female,Married,Sales,Mid-Level,31,0,98790,3,1,3,37,8,0
1112,46,Female,Married,Marketing,Mid-Level,57,7,129855,2,1,1,38,9,1
1113,37,Male,Single,Sales,Junior,74,7,74179,2,4,2,16,4,0
1114,27,Female,Married,Sales,Mid-Level,33,8,99033,4,2,4,9,1,0
1115,40,Male,Single,Engineering,Manager,54,6,126173,3,3,3,47,7,0
1116,47,Male,Married,Engineering,Mid-Level,57,7,82783,2,4,4,48,8,0
1117,42,Female,Married,Engineering,Junior,7,6,140110,2,4,3,48,5,0
1118,22,Male,Single,Sales,Junior,56,9,43635,2,3,1,39,3,1
1119,28,Female,Single,Engineering,Mid-Level,64,4,53737,2,2,1,10,4,0
1120,41,Female,Married,Engineering,Junior,67,0,152680,3,2,4,21,5,0
1121,36,Female,Single,Marketing,Junior,38,6,109283,4,3,2,29,6,0
1122,41,Male,Divorced,Engineering,Senior,22,3,110955,2,2,2,33,9,0
1123,28,Male,Single,Engineering,Mid-Level,37,5,90318,2,2,3,41,2,0
1124,41,Female,Single,Sales,Junior,20,2,70971,4,2,3,48,6,0
1125,38,Male,Single,Marketing,Senior,13,3,103115,3,4,2,33,6,0
1126,34,Female,Married,Engineering,Junior,19,6,131061,2,4,3,4,1,0
1127,41,Female,Single,Sales,Junior,77,1,82355,1,4,3,24,8,0
1128,39,Female,Single,Sales,Manager,9,2,152491,1,1,4,9,2,0
1129,32,Female,Single,Engineering,Mid-Level,12,5,66792,4,1,4,24,2,0
1130,33,Female,Divorced,Sales,Senior,41,0,141176,1,3,2,5,1,0
1131,59,Male,Married,Engineering,Mid-Level,39,6,151743,2,4,2,36,5,1
1132,38,Female,Married,HR,Senior,71,6,90422,4,3,3,47,5,0
1133,53,Male,Married,Engineering,Senior,8,7,142771,4,4,4,22,6,0
1134,23,Female,Married,Engineering,Senior,62,0,145129,2,2,4,32,2,0
1135,40,Female,Single,HR,Senior,9,6,52948,2,3,1,11,4,0
1136,35,Male,Married,Sales,Senior,23,7,58129,4,4,3,46,8,0
1137,38,Male,Married,Engineering,Mid-Level,75,9,59581,3,4,2,28,4,0
1138,38,Male,Married,Engineering,Junior,14,1,64698,2,2,3,41,5,0
1139,22,Male,Single,Sales,Mid-Level,46,2,133383,1,4,3,2,2,0
1140,46,Male,Single,Engineering,Mid-Level,45,2,69904,2,1,4,4,4,0
1141,41,Male,Married,Sales,Junior,43,7,42386,3,2,1,13,9,0
1142,39,Male,Single,Sales,Junior,40,4,159278,3,3,1,33,8,0
1143,39,Male,Married,HR,Manager,27,4,158000,3,3,4,23,7,0
1144,31,Male,Married,Marketing,Junior,42,5,64540,2,3,4,22,1,0
1145,30,Female,Single,Marketing,Junior,64,2,151468,4,3,2,48,3,0
1146,31,Female,Single,Sales,Junior,70,6,153302,1,1,2,6,1,1
1147,44,Female,Single,Engineering,Junior,58,7,103642,3,3,4,31,4,0
1148,40,Female,Divorced,Engineering,Junior,1,3,55952,3,3,3,11,9,0
1149,29,Male,Single,Engineering,Mid-Level,4,3,104030,4,1,3,8,1,0
1150,52,Male,Single,Sales,Senior,31,7,105816,2,3,3,9,7,0
1151,35,Male,Single,HR,Junior,13,5,149633,3,2,4,8,8,0
1152,22,Female,Single,Marketing,Mid-Level,69,5,114608,4,3,1,42,5,0
1153,31,Male,Single,Marketing,Senior,83,9,121712,3,3,4,37,8,0
1154,40,Female,Single,Sales,Mid-Level,82,8,71360,4,4,4,46,5,0
1155,38,Female,Single,Sales,Junior,51,4,128918,2,1,4,48,6,0
1156,25,Female,Married,Sales,Mid-Level,63,2,47094,2,3,3,21,4,0
1157,43,Female,Married,Engineering,Junior,82,2,96542,4,4,3,13,7,0
1158,33,Male,Single,Engineering,Mid-Level,64,6,99831,4,1,4,19,2,0
1159,24,Male,Single,Engineering,Junior,51,0,86050,2,3,4,47,1,0
1160,39,Male,Single,Engineering,Junior,58,5,135433,1,4,2,40,4,0
1161,27,Male,Single,Sales,Junior,46,2,48166,2,2,3,43,6,0
1162,29,Female,Married,Engineering,Junior,78,6,143562,4,3,3,26,9,0
1163,36,Male,Single,Sales,Mid-Level,49,3,64851,2,2,4,23,1,0
1164,33,Male,Married,Marketing,Junior,74,6,129089,2,4,4,31,7,0
1165,28,Female,Single,Engineering,Junior,26,8,59379,3,1,2,29,1,1
1166,34,Male,Single,Engineering,Mid-Level,39,0,121498,1,3,3,30,8,0
1167,30,Male,Married,HR,Senior,80,2,108367,4,1,3,36,7,0
1168,30,Male,Single,Engineering,Senior,83,3,68754,1,2,3,17,7,0
1169,40,Male,Married,HR,Mid-Level,78,2,124384,3,2,3,27,3,0
1170,22,Male,Single,Engineering,Junior,56,1,81533,3,1,4,3,6,0
1171,25,Female,Single,Sales,Manager,73,1,51425,1,1,3,5,5,0
1172,33,Male,Single,Sales,Mid-Level,66,6,63312,4,1,4,39,5,0
1173,31,Female,Married,Engineering,Junior,19,3,133770,2,3,4,21,2,0
1174,22,Female,Single,Sales,Junior,78,1,89602,1,2,1,26,9,0
1175,34,Female,Married,Sales,Senior,50,6,91692,4,1,4,3,6,0
1176,40,Male,Married,Sales,Manager,19,7,142586,3,3,4,39,1,0
1177,33,Male,Single,Marketing,Junior,74,5,82524,2,2,2,27,1,0
1178,30,Female,Married,Engineering,Junior,26,1,155088,2,4,3,44,9,0
1179,30,Female,Married,Engineering,Junior,76,2,145307,2,2,4,48,8,0
1180,33,Male,Single,Sales,Junior,58,8,78504,2,4,3,39,3,0
1181,34,Male,Married,Engineering,Manager,43,8,77208,4,4,4,15,4,0
1182,36,Male,Single,Sales,Senior,21,9,100327,2,3,4,12,1,0
1183,34,Male,Married,Engineering,Junior,79,1,131072,2,3,3,37,4,0
1184,41,Male,Single,Engineering,Senior,50,0,157245,2,4,2,13,4,0
1185,34,Male,Married,Marketing,Junior,77,3,74297,2,3,4,12,3,0
1186,43,Female,Married,HR,Junior,64,7,79961,4,2,3,13,3,0
1187,28,Female,Single,Marketing,Senior,28,8,122670,3,1,4,47,6,1
1188,40,Male,Single,Engineering,Mid-Level,52,9,110369,2,4,4,47,4,0
1189,25,Male,Married,Engineering,Mid-Level,22,0,74675,4,4,3,28,2,0
1190,30,Male,Divorced,Sales,Mid-Level,54,5,40514,3,1,2,19,9,0
1191,22,Female,Single,Engineering,Mid-Level,30,7,79406,4,2,4,46,4,0
1192,29,Female,Married,HR,Junior,34,9,134575,2,3,2,5,5,0
1193,33,Female,Married,Engineering,Senior,69,9,63097,2,4,3,24,9,0
1194,37,Female,Married,Engineering,Senior,2,6,143847,3,3,2,5,4,0
1195,51,Female,Single,Marketing,Mid-Level,17,0,51508,2,4,3,20,4,0
1196,31,Male,Married,Engineering,Manager,16,3,69251,1,1,4,48,4,0
1197,42,Female,Married,Marketing,Mid-Level,64,9,122934,2,4,4,23,4,0
1198,28,Female,Single,Engineering,Junior,22,8,119656,2,3,3,21,5,0
1199,46,Female,Married,HR,Mid-Level,24,5,65710,3,4,4,13,3,0
1200,32,Male,Married,Engineering,Senior,4,2,49106,3,4,3,45,8,0
1201,33,Female,Married,HR,Junior,16,6,40062,2,3,3,33,6,1
1202,53,Male,Married,HR,Junior,9,1,118406,1,4,3,25,4,0
1203,28,Male,Married,Marketing,Mid-Level,24,2,79607,3,3,4,7,3,0
1204,37,Female,Single,Engineering,Manager,79,2,41181,4,1,4,21,8,0
1205,47,Male,Married,Sales,Mid-Level,19,0,127122,2,1,3,22,9,0
1206,30,Male,Married,Engineering,Mid-Level,82,0,47788,3,4,3,22,9,0
1207,35,Male,Married,Marketing,Junior,26,4,65459,2,3,4,19,2,0
1208,30,Male,Married,Sales,Junior,48,2,90448,3,1,4,7,6,0
1209,29,Female,Married,Sales,Junior,77,6,56465,3,1,2,3,9,1
1210,28,Female,Single,Marketing,Junior,4,0,125516,2,4,2,48,7,0
1211,30,Female,Single,Marketing,Junior,52,2,123221,1,2,4,32,6,0
1212,41,Male,Married,Engineering,Junior,51,7,48713,3,2,3,5,8,0
1213,32,Male,Single,Engineering,Junior,4,7,77001,2,1,2,40,8,1
1214,40,Male,Married,Marketing,Senior,37,4,57181,1,3,3,23,1,0
1215,23,Female,Married,Sales,Senior,62,5,47927,1,2,3,33,3,1
1216,26,Male,Married,Sales,Mid-Level,59,2,121859,4,4,3,25,1,0
1217,22,Male,Married,Engineering,Mid-Level,20,9,63382,2,2,4,27,2,1
1218,28,Female,Single,Engineering,Senior,53,6,155404,2,2,3,45,5,1
1219,48,Female,Divorced,Sales,Junior,41,3,123340,1,2,4,9,4,0
1220,43,Male,Single,Engineering,Junior,17,8,77676,4,1,4,49,9,0
1221,39,Female,Single,Sales,Junior,53,1,57886,4,4,4,33,6,0
1222,33,Female,Single,HR,Mid-Level,20,1,41079,2,1,2,49,8,0
1223,43,Female,Single,Marketing,Mid-Level,27,3,134665,4,2,1,49,6,0
1224,43,Male,Married,Sales,Junior,21,1,56535,3,4,2,6,6,0
1225,30,Female,Married,Engineering,Junior,7,3,128556,3,3,4,16,3,0
1226,33,Female,Married,Engineering,Mid-Level,79,9,78724,4,1,4,32,7,0
1227,26,Female,Married,Engineering,Senior,72,6,89700,2,1,2,5,1,0
1228,24,Female,Married,Engineering,Junior,4,6,83823,3,4,1,12,3,0
1229,36,Female,Divorced,Engineering,Mid-Level,1,4,135491,1,1,4,1,2,1
1230,23,Male,Married,Engineering,Junior,18,0,105388,2,3,4,9,8,0
1231,33,Male,Single,HR,Mid-Level,33,6,61670,1,3,3,10,1,0
1232,35,Female,Divorced,Engineering,Manager,29,6,97527,4,2,4,2,3,0
1233,25,Male,Married,Sales,Junior,81,3,147490,4,2,2,49,1,0
1234,29,Male,Single,Sales,Junior,68,9,112563,1,4,2,38,1,1
1235,22,Male,Married,Sales,Junior,14,5,132933,1,1,3,44,8,1
1236,44,Female,Single,Engineering,Mid-Level,38,4,73298,3,1,3,31,2,0
1237,36,Female,Single,Engineering,Mid-Level,64,4,95764,2,4,1,18,2,0
1238,33,Female,Single,Engineering,Junior,50,1,131939,1,4,3,8,8,0
1239,44,Female,Single,Engineering,Senior,33,5,62836,4,4,3,37,7,0
1240,23,Male,Single,HR,Mid-Level,40,7,149756,3,1,2,45,5,1
1241,33,Female,Married,Sales,Mid-Level,79,8,94380,2,4,4,24,1,0
1242,31,Male,Single,HR,Manager,45,2,90679,2,2,4,30,9,0
1243,43,Female,Single,Sales,Junior,7,1,126381,3,4,4,12,4,0
1244,26,Male,Single,Sales,Mid-Level,68,4,94521,3,1,3,9,5,0
1245,40,Female,Married,Sales,Mid-Level,73,9,89494,1,3,3,35,7,1
1246,48,Female,Married,Marketing,Manager,69,7,147155,3,3,3,22,7,0
1247,24,Female,Single,Engineering,Senior,19,2,89482,3,1,4,1,9,0
1248,43,Male,Single,Sales,Junior,75,6,81059,2,2,4,24,3,0
1249,49,Male,Married,Sales,Junior,33,5,153095,3,4,2,7,9,0
1250,27,Female,Married,HR,Junior,37,9,49544,3,2,3,20,6,0
1251,50,Female,Single,Engineering,Mid-Level,74,0,132376,4,4,2,11,1,0
1252,30,Male,Single,Engineering,Junior,77,3,120129,1,1,3,43,9,1
1253,28,Female,Single,Marketing,Senior,10,2,131488,2,2,4,13,6,0
1254,22,Male,Single,Engineering,Senior,46,7,107497,1,4,4,23,8,0
1255,22,Male,Divorced,Engineering,Junior,19,7,76239,4,2,3,8,1,0
1256,39,Male,Divorced,Engineering,Junior,57,3,118868,4,2,1,49,5,0
1257,31,Female,Single,Engineering,Junior,9,9,118258,1,2,3,37,2,1
1258,24,Female,Married,Engineering,Junior,17,7,73420,3,3,4,1,9,0
1259,25,Female,Divorced,Engineering,Junior,81,2,101504,4,1,2,34,5,0
1260,34,Male,Married,Engineering,Mid-Level,14,5,53103,2,4,4,8,8,0
1261,27,Female,Single,Engineering,Manager,39,1,63625,1,2,2,8,8,0
1262,32,Male,Married,Engineering,Senior,61,3,113097,1,3,2,47,7,0
1263,33,Female,Single,Marketing,Junior,35,6,130877,1,1,4,14,3,0
1264,33,Female,Single,Sales,Manager,14,3,70561,2,3,1,23,8,0
1265,31,Female,Single,Marketing,Junior,25,6,52938,4,2,4,33,8,0
1266,39,Male,Single,Sales,Mid-Level,21,2,137040,2,1,4,37,9,0
1267,51,Female,Divorced,Engineering,Mid-Level,68,8,122567,1,1,3,9,7,1
1268,36,Female,Married,Sales,Senior,46,4,82261,2,2,3,20,7,0
1269,28,Female,Single,Engineering,Senior,78,7,150716,3,2,3,35,4,0
1270,42,Male,Single,Sales,Junior,15,3,124993,4,4,1,40,9,0
1271,38,Male,Married,Marketing,Mid-Level,68,6,99777,4,1,4,4,5,0
1272,22,Male,Single,Engineering,Junior,9,4,109005,1,1,4,26,3,0
1273,37,Male,Married,Engineering,Junior,79,5,92652,2,4,2,37,1,0
1274,47,Female,Single,Sales,Junior,13,9,118723,4,2,3,6,3,0
1275,36,Male,Married,Engineering,Mid-Level,25,9,110708,4,1,3,13,8,0
1276,32,Male,Single,Marketing,Junior,58,5,85225,3,4,2,10,2,0
1277,33,Female,Single,Engineering,Junior,57,2,72603,2,4,1,40,3,0
1278,31,Female,Single,Engineering,Junior,4,5,120323,1,3,4,19,7,0
1279,38,Female,Married,Marketing,Junior,58,4,115802,2,1,2,33,3,1
1280,36,Male,Married,Engineering,Mid-Level,13,1,94234,1,4,2,40,4,0
1281,44,Male,Married,Marketing,Senior,45,9,113091,3,3,3,23,9,0
1282,44,Male,Married,HR,Mid-Level,53,2,52519,2,4,1,47,2,0
1283,22,Male,Married,HR,Mid-Level,13,4,142040,1,1,4,46,5,0
1284,26,Male,Single,Engineering,Senior,60,5,51533,4,2,4,9,6,0
1285,39,Male,Married,Marketing,Junior,5,7,69863,1,3,2,15,1,1
1286,22,Male,Single,Engineering,Mid-Level,34,0,99956,2,3,3,17,4,0
1287,36,Male,Married,Sales,Junior,16,2,147946,1,4,3,26,2,0
1288,27,Male,Married,Marketing,Junior,7,9,83810,4,2,4,46,5,0
1289,45,Male,Married,Engineering,Junior,5,6,149145,3,3,4,9,2,0
1290,28,Male,Married,Sales,Junior,82,4,81641,1,2,3,36,5,0
1291,26,Female,Single,Engineering,Junior,55,4,54188,2,1,4,37,5,0
1292,30,Male,Single,Marketing,Senior,9,7,89855,2,2,3,20,5,1
1293,36,Female,Married,Engineering,Junior,62,8,103217,2,3,4,14,4,0
1294,34,Male,Single,Engineering,Mid-Level,23,0,101062,3,2,3,3,4,0
1295,37,Female,Divorced,Engineering,Junior,38,0,105849,1,2,4,32,2,0
1296,39,Male,Married,Sales,Junior,29,9,147592,2,4,3,47,4,0
1297,26,Female,Single,HR,Mid-Level,23,9,123067,3,1,2,10,8,0
1298,43,Male,Married,Marketing,Senior,51,5,75497,3,2,2,34,7,0
1299,26,Female,Divorced,Engineering,Mid-Level,58,3,77686,1,2,3,20,8,0
1300,30,Male,Married,Engineering,Manager,50,7,51667,3,2,2,46,4,0
1301,28,Male,Divorced,Sales,Mid-Level,1,9,76839,3,2,2,36,9,1
1302,37,Female,Married,Marketing,Manager,27,8,74189,4,3,3,47,1,0
1303,22,Female,Single,Engineering,Junior,22,8,110653,3,4,4,13,4,0
1304,29,Male,Divorced,Engineering,Senior,65,8,141364,1,1,4,30,3,1
1305,42,Female,Single,Sales,Junior,73,7,59231,2,3,2,26,8,0
1306,36,Male,Married,Sales,Manager,33,4,114424,2,1,3,42,8,0
1307,27,Male,Single,Sales,Manager,24,8,56703,1,4,1,10,1,1
1308,42,Male,Single,Engineering,Junior,36,6,107272,2,2,1,36,7,1
1309,37,Male,Divorced,Engineering,Mid-Level,24,2,87379,2,3,4,29,1,0
1310,54,Male,Single,Engineering,Junior,56,3,64628,3,4,2,26,6,0
1311,31,Male,Single,Sales,Junior,81,8,127051,2,1,2,15,8,1
1312,43,Female,Single,Engineering,Mid-Level,51,0,120635,3,3,4,41,5,0
1313,45,Male,Single,Sales,Senior,69,8,96667,2,3,4,40,8,0
1314,39,Female,Single,Marketing,Mid-Level,25,2,97647,4,4,4,49,6,0
1315,41,Female,Single,Sales,Mid-Level,46,6,42738,4,1,4,17,5,0
1316,45,Female,Single,Engineering,Senior,65,9,105986,4,1,1,41,9,1
1317,22,Male,Married,Sales,Junior,40,3,65407,3,3,4,9,7,0
1318,26,Male,Married,Engineering,Senior,5,0,138026,3,1,4,36,4,0
1319,42,Female,Married,HR,Manager,16,3,50280,2,4,4,20,7,0
1320,42,Male,Married,Engineering,Mid-Level,12,2,60464,1,1,3,38,2,0
1321,28,Female,Married,Marketing,Senior,68,5,159731,3,4,3,7,1,0
1322,40,Female,Married,Marketing,Junior,13,8,74478,1,4,3,29,2,0
1323,36,Male,Married,Sales,Junior,54,7,57702,3,2,2,19,9,0
1324,35,Male,Single,Engineering,Mid-Level,51,8,60457,3,4,3,10,7,0
1325,37,Male,Single,Sales,Senior,63,1,106611,1,1,3,3,6,0
1326,45,Male,Single,HR,Manager,1,9,141918,2,1,2,12,4,1
1327,37,Female,Married,Engineering,Junior,1,9,129201,4,1,4,48,5,0
1328,27,Male,Single,Engineering,Mid-Level,20,6,134127,3,3,3,49,1,0
1329,39,Male,Married,HR,Junior,49,7,135706,1,3,4,45,1,0
1330,35,Female,Married,Engineering,Junior,42,9,115548,4,2,3,27,1,0
1331,34,Female,Single,Engineering,Manager,12,5,48824,2,3,3,3,1,0
1332,51,Female,Married,Sales,Mid-Level,41,6,99446,2,3,4,29,3,0
1333,36,Female,Single,Engineering,Senior,82,4,82890,3,3,2,31,2,0
1334,26,Female,Single,Engineering,Manager,54,3,144918,3,2,4,14,3,0
1335,50,Female,Married,Marketing,Manager,26,9,117645,3,1,4,3,1,0
1336,38,Female,Single,Sales,Junior,67,5,47493,2,1,1,48,7,1
1337,28,Male,Married,Marketing,Senior,28,9,116793,3,3,3,27,7,0
1338,24,Male,Single,Sales,Manager,47,1,131595,3,4,1,8,6,0
1339,36,Female,Single,Engineering,Mid-Level,75,2,126556,3,4,1,49,8,0
1340,37,Female,Divorced,Engineering,Mid-Level,47,0,152049,2,1,1,48,3,0
1341,39,Male,Single,Sales,Mid-Level,79,0,76675,1,1,1,49,8,0
1342,52,Male,Single,Sales,Mid-Level,60,6,108359,3,4,2,15,8,0
1343,33,Male,Married,Engineering,Junior,81,9,80299,3,3,2,6,4,0
1344,41,Male,Single,Sales,Junior,59,4,129747,4,3,4,2,6,0
1345,36,Female,Married,Sales,Senior,4,6,109291,1,4,3,36,4,0
1346,32,Female,Married,Engineering,Senior,68,8,109391,3,4,4,32,9,0
1347,31,Female,Single,Marketing,Senior,55,5,146145,4,2,1,29,6,0
1348,41,Male,Single,HR,Manager,35,3,77578,1,4,3,8,7,0
1349,37,Female,Married,Sales,Mid-Level,7,8,150400,4,3,1,26,5,0
1350,38,Female,Married,Engineering,Mid-Level,69,4,83715,3,1,1,48,4,1
1351,34,Female,Single,Sales,Mid-Level,58,1,159184,4,2,2,47,7,0
1352,32,Male,Single,HR,Mid-Level,68,8,56302,4,1,4,37,7,0
1353,50,Male,Married,Engineering,Mid-Level,83,4,73980,2,2,1,35,1,1
1354,38,Male,Married,Engineering,Junior,29,5,69019,4,4,4,9,3,0
1355,27,Male,Married,Sales,Junior,22,9,78931,4,4,1,1,5,0
1356,24,Male,Divorced,Marketing,Mid-Level,54,3,63109,3,4,2,42,1,0
1357,35,Male,Single,Sales,Junior,50,4,126882,2,3,2,12,1,0
1358,39,Female,Married,Engineering,Mid-Level,81,7,123948,2,2,3,46,6,1
1359,40,Male,Single,Engineering,Manager,16,9,110109,3,4,3,6,8,0
1360,27,Female,Divorced,Engineering,Mid-Level,5,1,45754,3,1,3,10,5,0
1361,29,Female,Single,Engineering,Manager,17,1,73569,2,1,4,30,9,0
1362,40,Male,Married,Engineering,Mid-Level,41,9,98554,1,3,3,37,6,1
1363,32,Female,Married,Engineering,Junior,26,7,120078,2,4,2,29,9,0
1364,34,Female,Married,Sales,Manager,55,3,60018,4,4,2,45,5,0
1365,38,Male,Single,Engineering,Senior,25,0,63611,3,4,2,6,3,0
1366,36,Male,Married,Marketing,Mid-Level,69,9,89120,3,2,1,5,9,1
1367,32,Female,Married,HR,Mid-Level,51,1,95302,2,3,1,36,7,0
1368,22,Female,Single,HR,Junior,16,1,74597,2,4,3,1,6,0
1369,40,Male,Married,HR,Manager,43,0,96226,3,4,1,37,8,0
1370,38,Female,Single,Sales,Senior,39,0,112235,3,3,3,14,9,0
1371,32,Male,Single,Marketing,Junior,42,3,144324,1,1,3,30,4,0
1372,25,Male,Single,Sales,Mid-Level,52,1,82469,2,1,2,3,1,0
1373,34,Male,Married,Marketing,Senior,60,0,120119,2,3,4,46,6,0
1374,27,Male,Married,Sales,Mid-Level,68,4,125257,2,2,3,44,6,1
1375,40,Male,Single,Engineering,Junior,37,6,113287,1,2,3,13,2,0
